IndicatorCode,SpatialDim,ParentLocation,TimeDim,NumericValue,Low,High,Dim1
WHOSIS_000001,MDV,South-East Asia,2019,76.85564,76.68535,77.18119,SEX_FMLE
WHOSIS_000001,STP,Africa,2020,69.52208,69.07027,70.02941,SEX_MLE
WHOSIS_000001,CHN,Western Pacific,2015,73.67236,73.28863,74.16482,SEX_MLE
WHOSIS_000001,GRC,Europe,2006,82.18151,82.17933,82.26756,SEX_FMLE
WHOSIS_000001,NAM,Africa,2002,53.44184,52.07592,54.94537,SEX_FMLE
WHOSIS_000001,GAB,Africa,2014,61.29616,60.4873,62.32569,SEX_MLE
WHOSIS_000001,GMB,Africa,2004,58.43579,57.56107,59.28604,SEX_MLE
WHOSIS_000001,BFA,Africa,2020,62.92622,61.88978,63.8696,SEX_BTSX
WHOSIS_000001,CUB,Americas,2002,79.89183,79.85328,80.0053,SEX_FMLE
WHOSIS_000001,URY,Americas,2012,80.31963,80.28191,80.42868,SEX_FMLE
WHOSIS_000001,FIN,Europe,2008,76.34457,76.32386,76.42655,SEX_MLE
WHOSIS_000001,SUR,Americas,2008,75.30819,75.02058,75.6304,SEX_FMLE
WHOSIS_000001,TZA,Africa,2004,55.69112,54.77547,56.70263,SEX_BTSX
WHOSIS_000001,GIN,Africa,2020,62.53888,61.61828,63.54942,SEX_FMLE
WHOSIS_000001,ISR,Europe,2012,83.3277,83.31882,83.42133,SEX_FMLE
WHOSIS_000001,SLV,Americas,2008,78.49511,78.32432,78.72204,SEX_FMLE
WHOSIS_000001,VEN,Americas,2012,78.95922,78.89998,79.09019,SEX_FMLE
WHOSIS_000001,GNQ,Africa,2013,60.9685,59.57296,62.35019,SEX_BTSX
WHOSIS_000001,MRT,Africa,2010,68.66688,68.0266,69.3364,SEX_MLE
WHOSIS_000001,UZB,Europe,2013,66.07735,65.8024,66.44649,SEX_MLE
WHOSIS_000001,MMR,South-East Asia,2018,65.45431,64.65026,66.26692,SEX_MLE
WHOSIS_000001,VEN,Americas,2000,70.6051,70.5159,70.75433,SEX_MLE
WHOSIS_000001,LBY,Eastern Mediterranean,2006,74.61102,74.28439,74.99703,SEX_BTSX
WHOSIS_000001,UZB,Europe,2019,74.28109,74.06895,74.56695,SEX_FMLE
WHOSIS_000001,NIC,Americas,2020,78.45329,78.21358,78.722,SEX_FMLE
WHOSIS_000001,CRI,Americas,2019,82.71071,82.60923,82.84895,SEX_FMLE
WHOSIS_000001,PER,Americas,2004,76.99558,76.57887,77.49456,SEX_BTSX
WHOSIS_000001,GHA,Africa,2017,65.08594,64.34201,65.88971,SEX_BTSX
WHOSIS_000001,LBR,Africa,2004,56.44158,55.47417,57.38933,SEX_BTSX
WHOSIS_000001,IRL,Europe,2017,83.34781,83.30602,83.46265,SEX_FMLE
WHOSIS_000001,BWA,Africa,2003,46.84256,45.55909,48.28053,SEX_MLE
WHOSIS_000001,TGO,Africa,2018,60.58271,59.63635,61.8614,SEX_MLE
WHOSIS_000001,GHA,Africa,2009,59.39573,58.89536,60.02199,SEX_MLE
WHOSIS_000001,IRN,Eastern Mediterranean,2017,76.0724,75.98022,76.22653,SEX_MLE
WHOSIS_000001,KHM,Western Pacific,2010,69.49337,69.03831,70.0939,SEX_FMLE
WHOSIS_000001,AUS,Western Pacific,2019,80.72083,80.71045,80.78922,SEX_MLE
WHOSIS_000001,SWE,Europe,2017,83.64353,83.63149,83.71123,SEX_FMLE
WHOSIS_000001,TKM,Europe,2010,72.72554,72.33486,73.16098,SEX_FMLE
WHOSIS_000001,EMR,,2016,67.55741,66.88954,68.4243,SEX_MLE
WHOSIS_000001,MYS,Western Pacific,2013,76.73921,76.56497,76.97982,SEX_FMLE
WHOSIS_000001,RWA,Africa,2011,63.05646,62.34886,63.85453,SEX_MLE
WHOSIS_000001,VUT,Western Pacific,2010,66.08386,65.56068,66.60062,SEX_BTSX
WHOSIS_000001,HRV,Europe,2007,79.43382,79.36928,79.56744,SEX_FMLE
WHOSIS_000001,TZA,Africa,2014,63.15051,62.36403,63.91666,SEX_MLE
WHOSIS_000001,GTM,Americas,2017,75.34829,75.09605,75.61727,SEX_FMLE
WHOSIS_000001,BIH,Europe,2020,75.70793,75.61572,75.85886,SEX_BTSX
WHOSIS_000001,LBR,Africa,2004,56.0486,55.06451,57.1003,SEX_MLE
WHOSIS_000001,ZAF,Africa,2015,63.26268,62.98544,63.58918,SEX_BTSX
WHOSIS_000001,DOM,Americas,2008,73.2797,72.5295,74.24697,SEX_BTSX
WHOSIS_000001,COL,Americas,2008,78.40496,78.20375,78.72154,SEX_FMLE
WHOSIS_000001,COD,Africa,2009,58.43982,57.83945,59.20495,SEX_FMLE
WHOSIS_000001,MRT,Africa,2011,68.70276,68.15178,69.47994,SEX_FMLE
WHOSIS_000001,AMR,,2005,72.5292,72.39049,72.74776,SEX_MLE
WHOSIS_000001,MLI,Africa,2015,59.62451,58.76091,60.6612,SEX_MLE
WHOSIS_000001,TGO,Africa,2014,58.73254,57.92211,59.76757,SEX_MLE
WHOSIS_000001,SUR,Americas,2017,73.20927,72.94965,73.52783,SEX_BTSX
WHOSIS_000001,EST,Europe,2000,70.96927,70.85075,71.12484,SEX_BTSX
WHOSIS_000001,COD,Africa,2007,55.97785,55.19241,56.87191,SEX_BTSX
WHOSIS_000001,QAT,Eastern Mediterranean,2017,79.44443,78.95537,80.0983,SEX_FMLE
WHOSIS_000001,JAM,Americas,2017,72.33087,71.79333,73.04288,SEX_BTSX
WHOSIS_000001,BRA,Americas,2016,74.56188,74.3438,74.79143,SEX_BTSX
WHOSIS_000001,MRT,Africa,2002,64.15779,63.47601,64.83794,SEX_BTSX
WHOSIS_000001,BRB,Americas,2005,74.96322,74.73441,75.22412,SEX_BTSX
WHOSIS_000001,TJK,Europe,2021,70.17278,69.6622,70.8582,SEX_MLE
WHOSIS_000001,TCD,Africa,2002,51.79475,50.921,52.68479,SEX_BTSX
WHOSIS_000001,NIC,Americas,2002,78.72595,78.43005,79.0905,SEX_FMLE
WHOSIS_000001,ARE,Eastern Mediterranean,2015,81.49214,81.23858,81.84379,SEX_FMLE
WHOSIS_000001,MYS,Western Pacific,2020,75.49789,75.44942,75.59339,SEX_MLE
WHOSIS_000001,KIR,Western Pacific,2019,65.31559,64.51902,66.25953,SEX_FMLE
WHOSIS_000001,WB_HI,,2006,78.94309,78.93599,79.01822,SEX_BTSX
WHOSIS_000001,GEO,Europe,2009,71.32157,71.17639,71.55158,SEX_BTSX
WHOSIS_000001,LBN,Eastern Mediterranean,2018,81.50627,81.12386,81.97368,SEX_FMLE
WHOSIS_000001,BEL,Europe,2004,75.94188,75.92525,76.0226,SEX_MLE
WHOSIS_000001,SSD,Africa,2011,58.95407,57.71262,60.13639,SEX_BTSX
WHOSIS_000001,CHE,Europe,2002,80.41026,80.39246,80.49991,SEX_BTSX
WHOSIS_000001,UGA,Africa,2010,57.37071,56.75762,58.07331,SEX_MLE
WHOSIS_000001,KGZ,Europe,2008,72.32402,72.1194,72.62875,SEX_FMLE
WHOSIS_000001,SGP,Western Pacific,2004,80.33728,80.31147,80.43396,SEX_BTSX
WHOSIS_000001,LBN,Eastern Mediterranean,2019,79.2868,78.81841,79.85294,SEX_BTSX
WHOSIS_000001,SAU,Eastern Mediterranean,2018,76.81092,76.43775,77.23378,SEX_BTSX
WHOSIS_000001,AMR,,2013,79.42444,79.33204,79.60667,SEX_FMLE
WHOSIS_000001,STP,Africa,2001,64.6175,63.94449,65.28676,SEX_FMLE
WHOSIS_000001,TUN,Eastern Mediterranean,2002,72.27396,71.70366,73.07261,SEX_MLE
WHOSIS_000001,BFA,Africa,2014,57.95914,57.10263,58.95641,SEX_MLE
WHOSIS_000001,CZE,Europe,2015,78.48258,78.45282,78.57824,SEX_BTSX
WHOSIS_000001,TUR,Europe,2003,78.99642,78.52839,79.48893,SEX_FMLE
WHOSIS_000001,MRT,Africa,2021,68.86844,68.19147,69.73802,SEX_BTSX
WHOSIS_000001,ZAF,Africa,2007,50.95656,50.57921,51.38436,SEX_MLE
WHOSIS_000001,TGO,Africa,2014,63.7157,62.74395,64.64963,SEX_FMLE
WHOSIS_000001,CIV,Africa,2017,62.27593,61.38013,63.09062,SEX_BTSX
WHOSIS_000001,ZMB,Africa,2013,59.35535,58.51404,60.43069,SEX_BTSX
WHOSIS_000001,EST,Europe,2011,76.2872,76.1702,76.4561,SEX_BTSX
WHOSIS_000001,AUS,Western Pacific,2011,83.95288,83.95207,84.02495,SEX_FMLE
WHOSIS_000001,GTM,Americas,2016,74.93961,74.69528,75.24758,SEX_FMLE
WHOSIS_000001,MDA,Europe,2014,71.10985,70.95329,71.35853,SEX_BTSX
WHOSIS_000001,LBR,Africa,2017,62.62959,61.64059,63.76059,SEX_BTSX
WHOSIS_000001,WB_LI,,2018,65.93985,65.14069,66.70747,SEX_FMLE
WHOSIS_000001,ZWE,Africa,2005,46.22328,45.2958,47.41068,SEX_FMLE
WHOSIS_000001,GUY,Americas,2018,68.74662,67.93051,69.76679,SEX_BTSX
WHOSIS_000001,SLE,Africa,2003,51.51791,50.47671,52.63136,SEX_BTSX
WHOSIS_000001,RWA,Africa,2011,66.80624,65.99143,67.52784,SEX_FMLE
WHOSIS_000001,HND,Americas,2009,71.93156,71.15934,72.8026,SEX_FMLE
WHOSIS_000001,GTM,Americas,2007,67.6504,67.19122,68.08636,SEX_MLE
WHOSIS_000001,COG,Africa,2019,62.42601,61.58911,63.21106,SEX_MLE
WHOSIS_000001,BTN,South-East Asia,2013,73.87148,73.27351,74.47726,SEX_FMLE
WHOSIS_000001,GHA,Africa,2002,60.76791,60.11352,61.3771,SEX_FMLE
WHOSIS_000001,GNB,Africa,2005,52.21819,51.50087,53.11098,SEX_BTSX
WHOSIS_000001,VCT,Americas,2002,74.49549,74.22316,74.78508,SEX_FMLE
WHOSIS_000001,CZE,Europe,2005,72.84117,72.81294,72.92901,SEX_MLE
WHOSIS_000001,PAK,Eastern Mediterranean,2013,65.93146,65.32903,66.81978,SEX_FMLE
WHOSIS_000001,TGO,Africa,2016,64.63398,63.83797,65.56383,SEX_FMLE
WHOSIS_000001,BLR,Europe,2007,64.51369,64.44226,64.63265,SEX_MLE
WHOSIS_000001,IRL,Europe,2003,75.64778,75.61119,75.74978,SEX_MLE
WHOSIS_000001,POL,Europe,2017,73.73015,73.72452,73.79154,SEX_MLE
WHOSIS_000001,SOM,Eastern Mediterranean,2005,47.68506,46.40256,49.03905,SEX_MLE
WHOSIS_000001,YEM,Eastern Mediterranean,2010,67.95703,67.08478,68.76835,SEX_BTSX
WHOSIS_000001,KGZ,Europe,2012,73.94246,73.75325,74.19745,SEX_FMLE
WHOSIS_000001,WB_LI,,2000,55.1437,54.19314,56.06334,SEX_FMLE
WHOSIS_000001,BLZ,Americas,2010,73.60568,73.45185,73.84835,SEX_BTSX
WHOSIS_000001,MOZ,Africa,2007,52.58518,51.78162,53.2443,SEX_BTSX
WHOSIS_000001,GAB,Africa,2000,59.45998,58.64021,60.5137,SEX_FMLE
WHOSIS_000001,WB_HI,,2016,78.10185,78.09387,78.18037,SEX_MLE
WHOSIS_000001,JAM,Americas,2006,72.49152,72.26791,72.88178,SEX_MLE
WHOSIS_000001,AUS,Western Pacific,2018,84.8775,84.86842,84.946,SEX_FMLE
WHOSIS_000001,SYC,Africa,2011,70.04562,69.84637,70.29608,SEX_MLE
WHOSIS_000001,PRT,Europe,2007,78.95555,78.95107,79.03442,SEX_BTSX
WHOSIS_000001,GLOBAL,,2013,74.3173,73.93129,74.77975,SEX_FMLE
WHOSIS_000001,BLZ,Americas,2012,71.65644,71.43927,71.90457,SEX_MLE
WHOSIS_000001,MLT,Europe,2009,77.90881,77.80211,78.08263,SEX_MLE
WHOSIS_000001,THA,South-East Asia,2003,75.68469,75.24023,76.0916,SEX_FMLE
WHOSIS_000001,COL,Americas,2020,79.28292,79.09359,79.55101,SEX_FMLE
WHOSIS_000001,YEM,Eastern Mediterranean,2020,69.4401,68.79278,70.2278,SEX_FMLE
WHOSIS_000001,AUT,Europe,2001,78.64264,78.62726,78.72576,SEX_BTSX
WHOSIS_000001,ROU,Europe,2013,78.5039,78.44015,78.61154,SEX_FMLE
WHOSIS_000001,LBY,Eastern Mediterranean,2014,72.60114,71.99839,73.14357,SEX_BTSX
WHOSIS_000001,MWI,Africa,2004,48.06088,47.13554,49.11173,SEX_BTSX
WHOSIS_000001,CHE,Europe,2011,82.36856,82.34182,82.45448,SEX_BTSX
WHOSIS_000001,LCA,Americas,2021,68.00482,67.09958,68.99637,SEX_MLE
WHOSIS_000001,COD,Africa,2020,62.03595,61.16243,62.98428,SEX_BTSX
WHOSIS_000001,HND,Americas,2021,67.43759,66.89762,68.03089,SEX_MLE
WHOSIS_000001,AMR,,2018,74.29791,74.1056,74.51799,SEX_MLE
WHOSIS_000001,TUN,Eastern Mediterranean,2010,73.86282,72.99881,74.77693,SEX_MLE
WHOSIS_000001,KGZ,Europe,2014,66.9781,66.7219,67.31028,SEX_MLE
WHOSIS_000001,ESP,Europe,2020,84.51405,84.50921,84.57953,SEX_FMLE
WHOSIS_000001,MDA,Europe,2017,68.95306,68.7423,69.23053,SEX_MLE
WHOSIS_000001,PRT,Europe,2006,82.11126,82.09546,82.19277,SEX_FMLE
WHOSIS_000001,YEM,Eastern Mediterranean,2011,68.13031,67.2194,69.22684,SEX_BTSX
WHOSIS_000001,AUT,Europe,2009,82.69917,82.68517,82.77757,SEX_FMLE
WHOSIS_000001,TUN,Eastern Mediterranean,2013,74.24376,73.52131,75.15458,SEX_MLE
WHOSIS_000001,STP,Africa,2003,64.31766,63.68144,64.91967,SEX_MLE
WHOSIS_000001,ETH,Africa,2016,69.32318,68.74195,69.91648,SEX_FMLE
WHOSIS_000001,TON,Western Pacific,2005,69.34568,68.83325,69.85888,SEX_MLE
WHOSIS_000001,DJI,Eastern Mediterranean,2003,61.34381,60.12152,62.49605,SEX_FMLE
WHOSIS_000001,LVA,Europe,2017,70.09862,70.00612,70.22686,SEX_MLE
WHOSIS_000001,TON,Western Pacific,2019,70.37704,69.6931,71.18904,SEX_MLE
WHOSIS_000001,TUN,Eastern Mediterranean,2010,76.215,75.43736,77.00907,SEX_BTSX
WHOSIS_000001,TZA,Africa,2010,62.94733,62.3973,63.78353,SEX_FMLE
WHOSIS_000001,GUY,Americas,2002,61.75357,61.1908,62.33637,SEX_MLE
WHOSIS_000001,BLR,Europe,2012,66.55426,66.52511,66.64927,SEX_MLE
WHOSIS_000001,MDA,Europe,2013,75.25466,75.09967,75.48942,SEX_FMLE
WHOSIS_000001,STP,Africa,2002,64.65366,63.99241,65.28931,SEX_BTSX
WHOSIS_000001,COM,Africa,2000,62.03734,61.1506,63.04953,SEX_BTSX
WHOSIS_000001,MAR,Eastern Mediterranean,2001,70.45858,69.74316,71.26623,SEX_BTSX
WHOSIS_000001,PRK,South-East Asia,2004,72.14191,71.49005,72.90813,SEX_FMLE
WHOSIS_000001,CAN,Americas,2008,78.36153,78.36095,78.42993,SEX_MLE
WHOSIS_000001,DJI,Eastern Mediterranean,2019,65.43875,64.22058,66.49227,SEX_BTSX
WHOSIS_000001,GRC,Europe,2009,82.6042,82.58947,82.68255,SEX_FMLE
WHOSIS_000001,BGD,South-East Asia,2007,70.61265,70.24915,70.96811,SEX_FMLE
WHOSIS_000001,PRT,Europe,2003,80.50943,80.49834,80.59591,SEX_FMLE
WHOSIS_000001,BRA,Americas,2004,69.078,68.82934,69.37938,SEX_MLE
WHOSIS_000001,NGA,Africa,2008,58.74902,57.87758,59.88089,SEX_BTSX
WHOSIS_000001,IRL,Europe,2008,77.36508,77.32679,77.4814,SEX_MLE
WHOSIS_000001,BLZ,Americas,2002,71.34369,71.15088,71.58875,SEX_BTSX
WHOSIS_000001,COD,Africa,2004,54.34409,53.27003,55.21652,SEX_BTSX
WHOSIS_000001,EGY,Eastern Mediterranean,2017,71.25139,70.96729,71.54721,SEX_BTSX
WHOSIS_000001,BEN,Africa,2012,61.81459,61.03745,62.68573,SEX_BTSX
WHOSIS_000001,EGY,Eastern Mediterranean,2020,70.12068,69.67555,70.55512,SEX_BTSX
WHOSIS_000001,BEL,Europe,2007,82.13568,82.11795,82.21656,SEX_FMLE
WHOSIS_000001,FRA,Europe,2003,79.09103,79.0364,79.14565,SEX_BTSX
WHOSIS_000001,HRV,Europe,2019,75.5818,75.51159,75.71424,SEX_MLE
WHOSIS_000001,BGR,Europe,2011,74.07018,73.97379,74.22391,SEX_BTSX
WHOSIS_000001,UKR,Europe,2000,73.25484,73.17494,73.39329,SEX_FMLE
WHOSIS_000001,AFR,,2005,56.91967,55.98592,57.67325,SEX_FMLE
WHOSIS_000001,ARG,Americas,2007,78.43677,78.42389,78.52018,SEX_FMLE
WHOSIS_000001,AUT,Europe,2021,78.65946,78.64378,78.73885,SEX_MLE
WHOSIS_000001,CZE,Europe,2007,73.6856,73.65852,73.77463,SEX_MLE
WHOSIS_000001,WB_LMI,,2002,65.04243,64.49267,65.55811,SEX_FMLE
WHOSIS_000001,FRA,Europe,2013,84.71894,84.66563,84.77225,SEX_FMLE
WHOSIS_000001,ETH,Africa,2021,65.96191,65.1558,66.88299,SEX_MLE
WHOSIS_000001,BEN,Africa,2001,55.71677,54.91075,56.58019,SEX_MLE
WHOSIS_000001,PRK,South-East Asia,2008,72.49981,71.90384,73.08354,SEX_FMLE
WHOSIS_000001,MEX,Americas,2021,70.83259,70.67013,71.05906,SEX_BTSX
WHOSIS_000001,SLV,Americas,2020,72.06393,71.71185,72.55128,SEX_BTSX
WHOSIS_000001,ECU,Americas,2007,74.34692,73.99251,74.78813,SEX_BTSX
WHOSIS_000001,BHR,Eastern Mediterranean,2010,73.03721,72.85569,73.29659,SEX_MLE
WHOSIS_000001,AZE,Europe,2015,75.53888,75.26173,75.90567,SEX_FMLE
WHOSIS_000001,EUR,,2005,77.48219,77.40127,77.65495,SEX_FMLE
WHOSIS_000001,AMR,,2005,75.28866,75.12133,75.50249,SEX_BTSX
WHOSIS_000001,FJI,Western Pacific,2010,67.31358,67.01558,67.69025,SEX_BTSX
WHOSIS_000001,ESP,Europe,2011,84.62138,84.5542,84.68856,SEX_FMLE
WHOSIS_000001,BLZ,Americas,2016,74.39639,74.21834,74.63439,SEX_BTSX
WHOSIS_000001,LBY,Eastern Mediterranean,2015,75.26455,74.74583,75.83956,SEX_FMLE
WHOSIS_000001,KHM,Western Pacific,2011,69.99261,69.4645,70.67471,SEX_FMLE
WHOSIS_000001,TGO,Africa,2004,54.91282,54.17239,55.75987,SEX_MLE
WHOSIS_000001,BRA,Americas,2014,78.14548,77.96975,78.36844,SEX_FMLE
WHOSIS_000001,EMR,,2000,66.85629,66.17435,67.61528,SEX_FMLE
WHOSIS_000001,LUX,Europe,2002,78.80641,78.68745,78.96251,SEX_BTSX
WHOSIS_000001,GMB,Africa,2000,61.15589,60.27023,61.89599,SEX_FMLE
WHOSIS_000001,CYP,Europe,2000,81.02954,80.85006,81.26185,SEX_FMLE
WHOSIS_000001,CRI,Americas,2013,80.59789,80.53752,80.75401,SEX_BTSX
WHOSIS_000001,CAF,Africa,2004,44.67323,43.71933,45.79921,SEX_MLE
WHOSIS_000001,MDG,Africa,2011,62.75966,62.01825,63.7446,SEX_BTSX
WHOSIS_000001,HTI,Americas,2011,61.03766,60.23374,61.91847,SEX_FMLE
WHOSIS_000001,DNK,Europe,2002,79.13365,79.1065,79.23148,SEX_FMLE
WHOSIS_000001,LAO,Western Pacific,2012,67.9019,67.39167,68.5883,SEX_FMLE
WHOSIS_000001,WPR,,2002,75.46677,75.1364,75.86975,SEX_FMLE
WHOSIS_000001,MLT,Europe,2006,77.08584,76.98622,77.26491,SEX_MLE
WHOSIS_000001,NER,Africa,2006,55.74288,54.69724,56.84883,SEX_BTSX
WHOSIS_000001,BOL,Americas,2002,67.18431,66.67806,67.76748,SEX_BTSX
WHOSIS_000001,TUN,Eastern Mediterranean,2006,73.14911,72.47152,74.00977,SEX_MLE
WHOSIS_000001,SGP,Western Pacific,2018,83.50812,83.48477,83.6097,SEX_BTSX
WHOSIS_000001,BTN,South-East Asia,2009,70.30227,69.68307,70.99592,SEX_MLE
WHOSIS_000001,SUR,Americas,2011,76.2292,75.96734,76.53578,SEX_FMLE
WHOSIS_000001,THA,South-East Asia,2015,76.97043,76.4976,77.47353,SEX_BTSX
WHOSIS_000001,ITA,Europe,2016,82.86745,82.80779,82.92711,SEX_BTSX
WHOSIS_000001,MYS,Western Pacific,2019,76.98993,76.95845,77.08849,SEX_FMLE
WHOSIS_000001,CMR,Africa,2001,51.64698,50.7392,52.67272,SEX_MLE
WHOSIS_000001,MOZ,Africa,2020,55.546,54.39299,56.55624,SEX_MLE
WHOSIS_000001,MOZ,Africa,2017,60.53844,59.62953,61.46457,SEX_FMLE
WHOSIS_000001,MMR,South-East Asia,2016,67.86248,67.17655,68.63574,SEX_BTSX
WHOSIS_000001,LKA,South-East Asia,2017,79.86196,79.27626,80.58578,SEX_FMLE
WHOSIS_000001,ERI,Africa,2015,65.4631,64.64991,66.54327,SEX_FMLE
WHOSIS_000001,IND,South-East Asia,2021,65.77193,65.33752,66.35016,SEX_MLE
WHOSIS_000001,NGA,Africa,2013,62.6216,61.78847,63.52369,SEX_FMLE
WHOSIS_000001,BEL,Europe,2005,81.54418,81.53938,81.62151,SEX_FMLE
WHOSIS_000001,BIH,Europe,2009,79.46325,79.39311,79.6136,SEX_FMLE
WHOSIS_000001,CUB,Americas,2012,80.54376,80.50577,80.64336,SEX_FMLE
WHOSIS_000001,PAN,Americas,2006,79.74484,79.52223,80.01129,SEX_FMLE
WHOSIS_000001,CHE,Europe,2016,84.81955,84.80294,84.89915,SEX_FMLE
WHOSIS_000001,RUS,Europe,2017,77.45199,77.3919,77.51208,SEX_FMLE
WHOSIS_000001,ZAF,Africa,2006,52.10797,51.79723,52.52953,SEX_BTSX
WHOSIS_000001,NIC,Americas,2008,79.14728,78.85868,79.42594,SEX_FMLE
WHOSIS_000001,SYC,Africa,2018,73.0809,72.87529,73.32938,SEX_BTSX
WHOSIS_000001,IDN,South-East Asia,2010,67.54349,67.03308,68.27601,SEX_MLE
WHOSIS_000001,PRT,Europe,2002,77.14647,77.1305,77.225,SEX_BTSX
WHOSIS_000001,BGR,Europe,2005,68.93943,68.78713,69.13117,SEX_MLE
WHOSIS_000001,BRA,Americas,2002,72.03663,71.79763,72.32439,SEX_BTSX
WHOSIS_000001,WB_LMI,,2018,67.43947,66.91393,68.10266,SEX_MLE
WHOSIS_000001,RUS,Europe,2016,66.2509,66.24653,66.30263,SEX_MLE
WHOSIS_000001,SGP,Western Pacific,2009,83.82257,83.80654,83.91648,SEX_FMLE
WHOSIS_000001,BLR,Europe,2020,67.78434,67.37278,68.27023,SEX_MLE
WHOSIS_000001,IND,South-East Asia,2002,65.36867,64.75907,65.90289,SEX_FMLE
WHOSIS_000001,NOR,Europe,2011,80.96925,80.94907,81.06218,SEX_BTSX
WHOSIS_000001,ARE,Eastern Mediterranean,2021,78.30646,77.88458,78.90563,SEX_BTSX
WHOSIS_000001,VEN,Americas,2016,67.934,67.79237,68.09492,SEX_MLE
WHOSIS_000001,CHE,Europe,2007,83.75731,83.72438,83.84434,SEX_FMLE
WHOSIS_000001,SWZ,Africa,2011,45.44657,44.2267,46.64218,SEX_MLE
WHOSIS_000001,JOR,Eastern Mediterranean,2013,77.94628,77.66022,78.2674,SEX_FMLE
WHOSIS_000001,PSE,Eastern Mediterranean,2005,73.93298,73.64544,74.25007,SEX_FMLE
WHOSIS_000001,WB_HI,,2009,76.87357,76.86383,76.94321,SEX_MLE
WHOSIS_000001,DJI,Eastern Mediterranean,2019,63.63354,62.60405,64.7223,SEX_MLE
WHOSIS_000001,COM,Africa,2007,64.77431,63.91322,65.74855,SEX_BTSX
WHOSIS_000001,ZMB,Africa,2001,45.63073,44.40652,46.89378,SEX_FMLE
WHOSIS_000001,TLS,South-East Asia,2003,63.90422,63.11165,64.89128,SEX_MLE
WHOSIS_000001,CHL,Americas,2018,78.5675,78.54686,78.64935,SEX_MLE
WHOSIS_000001,MMR,South-East Asia,2016,64.75031,63.95604,65.65211,SEX_MLE
WHOSIS_000001,DNK,Europe,2003,77.31785,77.28439,77.40857,SEX_BTSX
WHOSIS_000001,BFA,Africa,2018,59.90987,58.83538,60.9344,SEX_MLE
WHOSIS_000001,WPR,,2019,74.51331,74.05441,75.0093,SEX_MLE
WHOSIS_000001,BRB,Americas,2008,77.15166,76.96757,77.40623,SEX_FMLE
WHOSIS_000001,SEN,Africa,2007,63.89029,63.37169,64.48758,SEX_BTSX
WHOSIS_000001,LTU,Europe,2012,68.31009,68.24713,68.42596,SEX_MLE
WHOSIS_000001,NER,Africa,2001,50.44351,49.59165,51.68511,SEX_MLE
WHOSIS_000001,GNB,Africa,2008,54.20232,53.32169,55.10329,SEX_BTSX
WHOSIS_000001,AMR,,2015,79.46168,79.31531,79.63133,SEX_FMLE
WHOSIS_000001,QAT,Eastern Mediterranean,2003,69.57189,69.06828,70.16138,SEX_MLE
WHOSIS_000001,SLE,Africa,2007,51.90903,50.84908,52.92901,SEX_MLE
WHOSIS_000001,TCD,Africa,2021,57.53496,56.27397,58.91764,SEX_MLE
WHOSIS_000001,EUR,,2003,68.79732,68.67017,68.94786,SEX_MLE
WHOSIS_000001,LAO,Western Pacific,2020,68.7434,67.93671,69.67811,SEX_BTSX
WHOSIS_000001,GNB,Africa,2017,58.35219,57.38986,59.47686,SEX_BTSX
WHOSIS_000001,NPL,South-East Asia,2008,69.03487,68.4846,69.74243,SEX_BTSX
WHOSIS_000001,SAU,Eastern Mediterranean,2001,72.13742,71.75357,72.6345,SEX_FMLE
WHOSIS_000001,WSM,Western Pacific,2018,71.41405,70.94271,71.98361,SEX_FMLE
WHOSIS_000001,BEN,Africa,2019,61.7622,60.91363,62.84972,SEX_MLE
WHOSIS_000001,LTU,Europe,2020,74.89538,74.82786,75.02168,SEX_BTSX
WHOSIS_000001,UZB,Europe,2004,66.0225,65.7208,66.40443,SEX_FMLE
WHOSIS_000001,SYR,Eastern Mediterranean,2016,60.12484,59.31989,60.79839,SEX_BTSX
WHOSIS_000001,STP,Africa,2011,67.95141,67.45553,68.62953,SEX_MLE
WHOSIS_000001,CUB,Americas,2002,75.7016,75.65083,75.79857,SEX_MLE
WHOSIS_000001,WB_LMI,,2017,67.20328,66.5832,67.8476,SEX_MLE
WHOSIS_000001,PAK,Eastern Mediterranean,2002,62.45506,61.79692,63.11554,SEX_FMLE
WHOSIS_000001,SYR,Eastern Mediterranean,2017,59.23627,58.49708,59.89505,SEX_BTSX
WHOSIS_000001,MRT,Africa,2020,68.23485,67.47151,69.15569,SEX_MLE
WHOSIS_000001,HRV,Europe,2002,78.60212,78.52943,78.74239,SEX_FMLE
WHOSIS_000001,SDN,Eastern Mediterranean,2009,67.69299,66.85223,68.75099,SEX_FMLE
WHOSIS_000001,SLV,Americas,2001,75.48204,75.22326,75.78417,SEX_FMLE
WHOSIS_000001,GLOBAL,,2007,66.92484,66.62606,67.42292,SEX_MLE
WHOSIS_000001,BTN,South-East Asia,2014,71.90211,71.31507,72.67129,SEX_MLE
WHOSIS_000001,BDI,Africa,2010,59.59916,58.86384,60.45449,SEX_BTSX
WHOSIS_000001,GRD,Americas,2000,71.59449,71.3725,71.89341,SEX_BTSX
WHOSIS_000001,MAR,Eastern Mediterranean,2005,71.23384,70.34639,71.9665,SEX_BTSX
WHOSIS_000001,DOM,Americas,2015,69.94615,69.32795,70.71851,SEX_MLE
WHOSIS_000001,YEM,Eastern Mediterranean,2020,66.51267,65.79936,67.51909,SEX_BTSX
WHOSIS_000001,ERI,Africa,2007,56.22303,55.36262,57.15094,SEX_MLE
