Name,IndicatorCode,IndicatorName,Language
FOODBORNE_DTH_100K_TOTAL,FOODBORNE_DTH_100K_TOTAL,"Foodborne deaths per 100 000, all ages",EN
FOODBORNE_DTH_100K_LT5,FOODBORNE_DTH_100K_LT5,"Foodborne deaths per 100 000, aged less than 5 years",EN
FOODBORNE_DTH_100K_GE5,FOODBORNE_DTH_100K_GE5,"Foodborne deaths per 100 000, aged 5 years and above",EN
FOODBORNE_DTH_100K,FOODBORNE_DTH_100K,Foodborne deaths per 100 000,EN
FOODBORNE_DTH,FOODBORNE_DTH,Foodborne deaths,EN
FOODBORNE_DALY_TOTAL,FOODBORNE_DALY_TOTAL,"Foodborne disability-adjusted life years, all ages",EN
FOODBORNE_DALY_LT5,FOODBORNE_DALY_LT5,"Foodborne disability-adjusted life years, aged less than 5 years",EN
FOODBORNE_DALY_GE5,FOODBORNE_DALY_GE5,"Foodborne disability-adjusted life years, aged 5 years and above",EN
FOODBORNE_DALY_CASE_TOTAL,FOODBORNE_DALY_CASE_TOTAL,"Foodborne disability-adjusted life years per case, all ages",EN
FOODBORNE_DALY_CASE_LT5,FOODBORNE_DALY_CASE_LT5,"Foodborne disability-adjusted life years per case, aged less than 5 years",EN
FOODBORNE_DALY_CASE_GE5,FOODBORNE_DALY_CASE_GE5,"Foodborne disability-adjusted life years per case, aged 5 years and above",EN
FOODBORNE_DALY_CASE,FOODBORNE_DALY_CASE,Foodborne disability-adjusted life years per case,EN
FOODBORNE_DALY_100k_TOTAL,FOODBORNE_DALY_100k_TOTAL,"Foodborne disability-adjusted life years per 100 000, all ages",EN
FOODBORNE_DALY_100k_LT5,FOODBORNE_DALY_100k_LT5,"Foodborne disability-adjusted life years per 100 000, aged less than 5 years",EN
FOODBORNE_DALY_100k_GE5,FOODBORNE_DALY_100k_GE5,"Foodborne disability-adjusted life years per 100 000, aged 5 years and above",EN
FOODBORNE_DALY_100k,FOODBORNE_DALY_100k,Foodborne disability-adjusted life years per 100 000,EN
FOODBORNE_DALY,FOODBORNE_DALY,Foodborne disability-adjusted life years,EN
FINPROTECTION_IMPOV_ESTIMATE_AVAILABLE,FINPROTECTION_IMPOV_ESTIMATE_AVAILABLE,Availability of estimates on impoverishment due to out-of-pocket health expenditures,EN
FINPROTECTION_IMP_PRELPL_POP,FINPROTECTION_IMP_PRELPL_POP,"Population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN
FINPROTECTION_IMP_PREL_LEVEL_SH,FINPROTECTION_IMP_PREL_LEVEL_SH,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global)",EN
FINPROTECTION_IMP_PREL_LEVEL_MILLION,FINPROTECTION_IMP_PREL_LEVEL_MILLION,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)",EN
FINPROTECTION_IMP_PG_RELPL_STD,FINPROTECTION_IMP_PG_RELPL_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of a relative poverty line - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN
FINPROTECTION_IMP_PG_365_STD,FINPROTECTION_IMP_PG_365_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $3.65 a-day poverty line (%, national, rural, urban)",EN
FINPROTECTION_IMP_PG_310_STD,FINPROTECTION_IMP_PG_310_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $3.20 a-day poverty line (%, national, rural, urban)",EN
FINPROTECTION_IMP_PG_310,FINPROTECTION_IMP_PG_310,"Increase in poverty gap  due to household  health expenditures at the $3.10a day poverty line, in cents of international dollars",EN
FINPROTECTION_IMP_PG_215_STD,FINPROTECTION_IMP_PG_215_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $2.15 a-day poverty line (%, national, rural, urban)",EN
FINPROTECTION_IMP_PG_190_STD,FINPROTECTION_IMP_PG_190_STD,"Increase in poverty gap due to household  health expenditures, expressed as a proportion of the $1.90 a-day poverty line (%)",EN
FINPROTECTION_IMP_PG_190,FINPROTECTION_IMP_PG_190,"Increase in poverty gap  due to household  health expenditures at the $1.90 a day poverty line, in cents of international dollars",EN
FINPROTECTION_IMP_P365_POP,FINPROTECTION_IMP_P365_POP,"Population pushed further below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_P310_POP,FINPROTECTION_IMP_P310_POP,"Population pushed further below the $3.20 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_P310_LEVEL_SH,FINPROTECTION_IMP_P310_LEVEL_SH,"Total population pushed further below the $3.20 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_P310_LEVEL_MILLION,FINPROTECTION_IMP_P310_LEVEL_MILLION,"Total population pushed further below the $3.20 a day poverty line by household health expenditures (millions, regional, global)",EN
FINPROTECTION_IMP_P215_POP,FINPROTECTION_IMP_P215_POP,"Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_P190_POP,FINPROTECTION_IMP_P190_POP,"Population pushed further below the $1.90 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_P190_LEVEL_SH,FINPROTECTION_IMP_P190_LEVEL_SH,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_P190_LEVEL_MILLION,FINPROTECTION_IMP_P190_LEVEL_MILLION,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (millions, regional, global)",EN
FINPROTECTION_IMP_P_365_LEVEL_SH,FINPROTECTION_IMP_P_365_LEVEL_SH,"Total population pushed further below the $3.65 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_P_365_LEVEL_MILLION,FINPROTECTION_IMP_P_365_LEVEL_MILLION,"Total population pushed further below the $3.65 a day poverty line by household health expenditures (millions, regional, global)",EN
FINPROTECTION_IMP_P_215_LEVEL_SH,FINPROTECTION_IMP_P_215_LEVEL_SH,"Total population pushed further below the $2.15 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_P_215_LEVEL_MILLION,FINPROTECTION_IMP_P_215_LEVEL_MILLION,"Total population pushed further below the $2.15 a day poverty line by household health expenditures (millions, regional, global)",EN
FINPROTECTION_IMP_NPRELPL_POP,FINPROTECTION_IMP_NPRELPL_POP,"Population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN
FINPROTECTION_IMP_NP365_POP,FINPROTECTION_IMP_NP365_POP,"Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_NP310_POP,FINPROTECTION_IMP_NP310_POP,"Population pushed below the $3.20 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_NP215_POP,FINPROTECTION_IMP_NP215_POP,"Population pushed below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",EN
FINPROTECTION_IMP_NP190_POP,FINPROTECTION_IMP_NP190_POP,Population  pushed below the $1.90 a day  poverty line by household  health expenditures (%),EN
FINPROTECTION_IMP_NP_REL_LEVEL_SH,FINPROTECTION_IMP_NP_REL_LEVEL_SH,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, regional, global)",EN
FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)",EN
FINPROTECTION_IMP_NP_365_LEVEL_SH,FINPROTECTION_IMP_NP_365_LEVEL_SH,"Total population pushed below the $3.65 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_NP_365_LEVEL_MILLION,FINPROTECTION_IMP_NP_365_LEVEL_MILLION,"Total population pushed below the $3.65 a day poverty line by household health expenditures (millions, regional, global)",EN
FINPROTECTION_IMP_NP_310_LEVEL_SH,FINPROTECTION_IMP_NP_310_LEVEL_SH,"Total population pushed below the $3.20 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_NP_310_LEVEL_MILLION,FINPROTECTION_IMP_NP_310_LEVEL_MILLION,Total population pushed below the $3.20 a day poverty line by household health expenditures (millions),EN
FINPROTECTION_IMP_NP_215_LEVEL_SH,FINPROTECTION_IMP_NP_215_LEVEL_SH,"Total population pushed below the $2.15 a day poverty line by household health expenditures (%, regional, global)",EN
FINPROTECTION_IMP_NP_215_LEVEL_MILLION,FINPROTECTION_IMP_NP_215_LEVEL_MILLION,"Total population pushed below the $2.15 a day poverty line by household health expenditures (millions, regional, global)",EN
FINPROTECTION_IMP_NP_190_LEVEL_SH,FINPROTECTION_IMP_NP_190_LEVEL_SH,Total population  pushed below the $1.90 a day  poverty line by household  health expenditures (%),EN
FINPROTECTION_IMP_NP_190_LEVEL_MILLION,FINPROTECTION_IMP_NP_190_LEVEL_MILLION,Total population  pushed below the $1.90 a day  poverty line by household  health expenditures (millions),EN
FINPROTECTION_IMP_BNLFHU_TOT_HH,FINPROTECTION_IMP_BNLFHU_TOT_HH,"Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities - developed by WHO/Europe) by out-of-pocket payments (%, national)",EN
FINPROTECTION_IMP_BNLFHU_P_HH,FINPROTECTION_IMP_BNLFHU_P_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national)",EN
FINPROTECTION_IMP_BNLFHU_FURIMP_HH,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households  impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national)",EN
FINPROTECTION_CATA_TOT_25_POP,FINPROTECTION_CATA_TOT_25_POP,"Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, reported data) (%)",EN
FINPROTECTION_CATA_TOT_25_LEVEL_SH,FINPROTECTION_CATA_TOT_25_LEVEL_SH,"Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, estimated data) (%)",EN
FINPROTECTION_CATA_TOT_25_LEVEL_MILLION,FINPROTECTION_CATA_TOT_25_LEVEL_MILLION,"Population with household spending on health greater than 25% of total household budget (SDG 3.8.2, estimated data) (millions)",EN
FINPROTECTION_CATA_TOT_10_POP,FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",EN
FINPROTECTION_CATA_TOT_10_LEVEL_SH,FINPROTECTION_CATA_TOT_10_LEVEL_SH,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, estimated data) (%)",EN
FINPROTECTION_CATA_TOT_10_LEVEL_MILLION,FINPROTECTION_CATA_TOT_10_LEVEL_MILLION,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, estimated data) (millions)",EN
FINPROTECTION_CATA_ESTIMATE_AVAILABLE,FINPROTECTION_CATA_ESTIMATE_AVAILABLE,Availability of estimates on large  health expenditures as a share of total expenditure or income,EN
FINPROTECTION_CATA_CTPFHU_40_HH,FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%, national)",EN
FAMILYPLANNINGUNPDUHC,FAMILYPLANNINGUNPDUHC,"Women of reproductive age (15âˆ’49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD",EN
EQ_OVERWEIGHTADULT,EQ_OVERWEIGHTADULT,Prevalence of overweight and obesity,EN
EQ_CONDOMUSE,EQ_CONDOMUSE,People who identify the use of condoms as a way to avoid AIDS (%),EN
EMFSTATUS,EMFSTATUS,Legislative status,EN
EMFSTANDARD,EMFSTANDARD,Existence of standards,EN
EMFSAR,EMFSAR,Specific absorption rate (SAR) (W/kg),EN
EMFPOWERFREQUENCY,EMFPOWERFREQUENCY,Power frequency (Hz),EN
EMFLIMITPOWERDENSITY900,EMFLIMITPOWERDENSITY900,Power density limit at 900 MHz (W/m^2),EN
EMFLIMITPOWERDENSITY1800,EMFLIMITPOWERDENSITY1800,Power density limit at 1800 MHz (W/m^2),EN
EMFLIMITPOWERDENSITY,EMFLIMITPOWERDENSITY,Power density (W/m^2),EN
EMFLIMITMAGNETIC,EMFLIMITMAGNETIC,Magnetic flux density (microT),EN
EMFLIMITELECTRICRF,EMFLIMITELECTRICRF,Electric field (V/m),EN
EMFLIMITELECTRICLF,EMFLIMITELECTRICLF,Electric field (kV/m),EN
EMFLIMITELECTRIC900,EMFLIMITELECTRIC900,Electric field limit at 900 MHz (V/m),EN
EMFLIMITELECTRIC1800,EMFLIMITELECTRIC1800,Electric field limit at 1800 MHz (V/m),EN
EMFLIMITELECTRIC,EMFLIMITELECTRIC,Electric field (kV/m),EN
EC_indirect_compliance,EC_indirect_compliance,Compliance with bans on promotion and sponsorship,EN
EC_direct_compliance,EC_direct_compliance,Compliance with bans on direct advertising,EN
ebreast5,ebreast5,Early initiation of breastfeeding (in the five years preceding the survey) (%),EN
ebreast,ebreast,Early initiation of breastfeeding (in the two or three years preceding the survey) (%),EN
E9_free_distrib,E9_free_distrib,Ban on free distribution of tobacco products in the mail or through other means,EN
E9_compliance,E9_compliance,Compliance of ban on free distribution of tobacco products in the mail or through other means,EN
E8_direct_ad_fines,E8_direct_ad_fines,Law requires fines for violations of direct advertising bans,EN
E7_internet,E7_internet,Ban on advertising: Internet,EN
E6b_ban_display_pt_of_sale,E6b_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,EN
E6a_pt_of_sale,E6a_pt_of_sale,Ban on advertising at point of sale,EN
E6_pt_of_sale,E6_pt_of_sale,Ban on advertising: Point of sale,EN
E6_compliance,E6_compliance,Compliance of ban on advertising at point of sale,EN
E5_compliance,E5_compliance,Compliance of ban on advertising on billboards and outdoor advertising,EN
E5_billboards,E5_billboards,Ban on advertising: Billboards and outdoor advertising,EN
E4_intl_print,E4_intl_print,Ban on advertising: International magazines and newspapers,EN
E3_nat_print,E3_nat_print,Ban on advertising: Local magazines and newspapers,EN
E3_compliance,E3_compliance,Compliance of ban on advertising on local magazines and newspapers,EN
E27_indirect_ad_fines,E27_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,EN
E26_direct_ad_fines,E26_direct_ad_fines,Law requires fines for violations of direct advertising bans,EN
E25_ban_display_pt_of_sale,E25_ban_display_pt_of_sale,Ban on display of tobacco products at points of sale,EN
E24_internet_sales_ban,E24_internet_sales_ban,Ban on internet sales of tobacco products,EN
E23_vending_machines,E23_vending_machines,Ban on tobacco vending machines,EN
E23_subnat_complete_bans_exist,E23_subnat_complete_bans_exist,"Subnational advertising, promotion and sponsorship bans - at least one jurisdiction has a comprehensive ban in place",EN
E22_subnational_exists,E22_subnational_exists,"Subnational bans on tobacco advertising, promotion and sponsorship",EN
E22_subnational_authority_exists,E22_subnational_authority_exists,"Subnational bans on tobacco advertising, promotion and sponsorship authority exists",EN
E21b_indirect_ad_fines,E21b_indirect_ad_fines,Law requires fines for violations of promotion and sponsorship bans,EN
E21a_direct_ad_fines,E21a_direct_ad_fines,Law requires fines for violations of advertising bans,EN
E21_vending_machines,E21_vending_machines,Complete ban on tobacco vending machines,EN
E20_subnational_exists,E20_subnational_exists,"Subnational laws or regulations exist banning some or all types of tobacco advertising, promotion and sponsorship",EN
E2_intl_tv_radio,E2_intl_tv_radio,"Ban on advertising: International TV and radio (broadcast from abroad, including satellite)",EN
E19_movies_anti_tob_ads,E19_movies_anti_tob_ads,"Required anti-tobacco ads for any visual entertainment media product that depicts tobacco products, use or images",EN
E19_indirect_ad_fines,E19_indirect_ad_fines,Law requires fines for violations of indirect advertising bans,EN
E18_csr_anti_tobacco_media,E18_csr_anti_tobacco_media,"Ban on tobacco companies funding or making contributions (including in-kind contributions) to smoking prevention media campaigns, including those directed at youth",EN
E17c_csr_promo_others,E17c_csr_promo_others,Ban on entities other than tobacco companies/the tobacco industry publicizing the CSR activities of the tobacco companies/industry,EN
E17b_csr_promo_self,E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities,EN
