Name,IndicatorCode,IndicatorName,Language
NTCP_govt_exp,NTCP_govt_exp,Annual budget for tobacco control in currency reported,EN
NTCP_FTE,NTCP_FTE,Number of full-time equivalent staff in national agency,EN
NTCP_curr,NTCP_curr,Reported currency,EN
NTCP_budget_year,NTCP_budget_year,Budget year,EN
NTCP_agcy,NTCP_agcy,National agency for tobacco control exists,EN
nmr,nmr,Neonatal mortality rate (deaths per 1000 live births),EN
NLIS_NU_CA_116,NLIS_NU_CA_116,NLIS: Minimum dietary diversity (MDD) in children 6-23 months (%),EN
NLIS_NU_CA_115,NLIS_NU_CA_115,NLIS: Continued breastfeeding at 2 years in infants 20-23 months (%),EN
NLIS_NU_CA_114,NLIS_NU_CA_114,NLIS: Continued breastfeeding at 1 year in infants 12-15 months (%),EN
NLIS_NU_CA_095,NLIS_NU_CA_095,NLIS: Minimum acceptable diet (MAD) in children 6-23 months (%),EN
NLIS_NU_CA_053,NLIS_NU_CA_053,"NLIS: Introduction to solid, semisolid or soft foods in infants 6-8 months (%)",EN
NLIS_NU_CA_049,NLIS_NU_CA_049,NLIS: Children with diarrhoea receiving zinc and ORS (%),EN
NLIS_NU_CA_041,NLIS_NU_CA_041,NLIS: Children with diarrhoea <5 y receiving oral rehydration therapy (ORT) and continued feeding (%),EN
NLIS_NU_CA_003,NLIS_NU_CA_003,NLIS: Early initiation of breastfeeding within 1 hour of birth (%),EN
NHAPREPAIDTHE,NHAPREPAIDTHE,Prepaid plans as percentage of total health expenditure?,EN
NHAOOPSTHE,NHAOOPSTHE,Out-of-Pocket expenditure on health as percentage of total health expenditure??,EN
NHAGGHEGDP,NHAGGHEGDP,General government expenditure on health as percentage of gross domestic product,EN
NHABASIS,NHABASIS,Basis for NHA estimate,EN
NCDMORT3070,NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",EN
NCDCCS_COUNTRYRESPONSE,NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,EN
NCD_UNDER70,NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,EN
NCD_SENSORYFUNCTION_VISION_EREC,NCD_SENSORYFUNCTION_VISION_EREC,Vision and eyecare: Effective refractive error coverage (eREC) (%),EN
NCD_PAC_ADO,NCD_PAC_ADO,Insufficiently active (crude estimate),EN
NCD_PAC,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),EN
NCD_PAA,NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),EN
NCD_HYP_TREATMENT_C,NCD_HYP_TREATMENT_C,"Hypertension treatment coverage among adults aged 30-79, crude",EN
NCD_HYP_TREATMENT_A,NCD_HYP_TREATMENT_A,"Hypertension treatment coverage among adults aged 30-79 , age-standardized",EN
NCD_HYP_PREVALENCE_C,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",EN
NCD_HYP_PREVALENCE_A,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",EN
NCD_HYP_DIAGNOSIS_C,NCD_HYP_DIAGNOSIS_C,"Hypertension diagnosis coverage among adults aged 30-79 , crude",EN
NCD_HYP_DIAGNOSIS_A,NCD_HYP_DIAGNOSIS_A,"Hypertension diagnosis coverage among adults aged 30-79 , age-standardized",EN
NCD_HYP_CONTROL_C,NCD_HYP_CONTROL_C,"Effective hypertension treatment coverage among adults aged 30-79, crude",EN
NCD_HYP_CONTROL_A,NCD_HYP_CONTROL_A,"Effective hypertension treatment coverage among adults aged 30-79, age-standardized",EN
NCD_GLUC_04,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),EN
NCD_GLUC_03,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),EN
NCD_GLUC_02,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),EN
NCD_GLUC_01,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),EN
NCD_DTH_TOT,NCD_DTH_TOT,Total NCD Deaths,EN
NCD_DIABETES_TREATMENT_CRUDE,NCD_DIABETES_TREATMENT_CRUDE,"Diabetes treatment coverage, crude",EN
NCD_DIABETES_TREATMENT_AGESTD,NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",EN
NCD_DIABETES_PREVALENCE_CRUDE,NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",EN
NCD_DIABETES_PREVALENCE_AGESTD,NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",EN
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),EN
NCD_CHOL_MEANTOTALCHOL_C,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",EN
NCD_CHOL_MEANTOTALCHOL_A,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",EN
NCD_CHOL_MEANNONHDL_C,NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",EN
NCD_CHOL_MEANNONHDL_A,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",EN
NCD_CHOL_MEANHDL_C,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",EN
NCD_CHOL_MEANHDL_A,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",EN
NCD_CCS_UrineAlbumin,NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,EN
NCD_CCS_urine_strips_gluc_ketone,NCD_CCS_urine_strips_gluc_ketone,General availability of urine strips for glucose and ketone measurement at the primary health care level,EN
NCD_CCS_TransFat,NCD_CCS_TransFat,Existence of national policies on trans-fatty acid elimination,EN
NCD_CCS_TobPlan,NCD_CCS_TobPlan,Existence of operational policy/strategy/action plan to decrease tobacco use,EN
NCD_CCS_TOB_TARGET,NCD_CCS_TOB_TARGET,Existence of a national target on tobacco,EN
NCD_CCS_TOB_SVY,NCD_CCS_TOB_SVY,"Has conducted a recent, national adult risk factor survey covering tobacco use",EN
NCD_CCS_TOB_MGMT_GUIDE,NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence,EN
NCD_CCS_thrombolytic,NCD_CCS_thrombolytic,General availability of thrombolytic therapy in the public health system,EN
NCD_CCS_Thiazide,NCD_CCS_Thiazide,General availability of thiazide diuretics in the public health sector,EN
NCD_CCS_TEL_HYDRO_COMBO,NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector,EN
NCD_CCS_TEL_AML_COMBO,NCD_CCS_TEL_AML_COMBO,General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector,EN
NCD_CCS_targets,NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,EN
NCD_CCS_SurvMonRep9NCD,NCD_CCS_SurvMonRep9NCD,Existence of an NCD surveillance and monitoring system in place to enable reporting against the nine global NCD targets,EN
NCD_CCS_sulphonylurea,NCD_CCS_sulphonylurea,General availability of sulphonylurea(s) in the public health sector,EN
NCD_CCS_stroke,NCD_CCS_stroke,Provision for care of acute stroke and rehabilitation in more than 50% of public sector health facilities,EN
NCD_CCS_Steroid,NCD_CCS_Steroid,General availability of steroid inhalers in the public health sector,EN
NCD_CCS_Statins,NCD_CCS_Statins,General availability of statins in the public health sector,EN
NCD_CCS_SSBTAX,NCD_CCS_SSBTAX,Existence of tax on sugar-sweetened beverages,EN
NCD_CCS_Spirom,NCD_CCS_Spirom,General availability of spirometry at the primary health care level,EN
NCD_CCS_SatTransFat,NCD_CCS_SatTransFat,Existence of national policies on saturated fatty acids / trans-fats,EN
NCD_CCS_SatFat,NCD_CCS_SatFat,Existence of national policies on saturated fatty acids / trans-fats,EN
NCD_CCS_SaltPol,NCD_CCS_SaltPol,Existence of any policies to reduce population salt consumption,EN
NCD_CCS_SALT_TARGET,NCD_CCS_SALT_TARGET,Existence of a national target on salt,EN
NCD_CCS_SALT_SVY,NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake",EN
NCD_CCS_riskstrat,NCD_CCS_riskstrat,Availability of cardiovascular risk stratification in 50% or more primary health care facilities,EN
NCD_CCS_rheumreg,NCD_CCS_rheumreg,Existence of a register of patients who had rheumatic fever and rheumatic heart disease,EN
NCD_CCS_rheumfollowup,NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease,EN
NCD_CCS_rheum,NCD_CCS_rheum,Provision for secondary prevention of rheumatic fever and rheumatic heart disease in more than 50% of public sector health facilities,EN
NCD_CCS_renaltrans,NCD_CCS_renaltrans,General availability of renal replacement by transplantation in the public health system,EN
NCD_CCS_radio,NCD_CCS_radio,General availability of radiotherapy in the public sector,EN
NCD_CCS_PRICE_SUBS,NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,EN
NCD_CCS_PM3_Surv,NCD_CCS_PM3_Surv,Has a STEPS survey or a comprehensive health examination survey every 5 years,EN
NCD_CCS_photocoag,NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,EN
NCD_CCS_PeakFlow,NCD_CCS_PeakFlow,General availability of peak flow measurement at the primary health care level,EN
NCD_CCS_PBCR,NCD_CCS_PBCR,Existence of population-based cancer registry,EN
NCD_CCS_path_lab,NCD_CCS_path_lab,General availability of pathology services (laboratories) in the public sector,EN
NCD_CCS_PAPlan,NCD_CCS_PAPlan,Existence of operational policy/strategy/action plan to reduce physical inactivity,EN
NCD_CCS_palliative_prim,NCD_CCS_palliative_prim,General availability of palliative care in primary health care in the public health system,EN
NCD_CCS_palliative_home,NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,EN
NCD_CCS_paaware,NCD_CCS_paaware,Implementation of physical activity public awareness program,EN
NCD_CCS_PA_TAX,NCD_CCS_PA_TAX,Existence of tax incentives to promote physical activity,EN
NCD_CCS_PA_TARGET,NCD_CCS_PA_TARGET,Existence of a national target on physical inactivity,EN
NCD_CCS_PA_SVY,NCD_CCS_PA_SVY,"Has conducted a recent, national adult risk factor survey covering physical inactivity",EN
NCD_CCS_PA_POL_WORK,NCD_CCS_PA_POL_WORK,Existence of policy promoting physical activity: workplace initiatives,EN
NCD_CCS_PA_POL_WALKBIKE,NCD_CCS_PA_POL_WALKBIKE,Existence of policy promoting physical activity: walking and cycling,EN
NCD_CCS_PA_POL_PUBLIC,NCD_CCS_PA_POL_PUBLIC,Existence of policy promoting physical activity: public open spaces,EN
NCD_CCS_PA_POL_COMM_BASED,NCD_CCS_PA_POL_COMM_BASED,Existence of policy promoting physical activity: community-based and sports initiatives,EN
NCD_CCS_PA_POL_CHILDCARE,NCD_CCS_PA_POL_CHILDCARE,Existence of policy promoting physical activity: childcare settings,EN
NCD_CCS_PA_POL_AGEING,NCD_CCS_PA_POL_AGEING,Existence of policy promoting physical activity: active ageing,EN
NCD_CCS_PA_MGMT_GUIDE,NCD_CCS_PA_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity,EN
NCD_CCS_PA_MASS_PART,NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event,EN
NCD_CCS_PA_GUIDELINES_UNDER5,NCD_CCS_PA_GUIDELINES_UNDER5,Existence of national guidelines for physical activity for children under 5,EN
NCD_CCS_PA_GUIDELINES_OLDADULTS,NCD_CCS_PA_GUIDELINES_OLDADULTS,Existence of national guidelines for physical activity for older adults,EN
NCD_CCS_PA_GUIDELINES_ADULTS,NCD_CCS_PA_GUIDELINES_ADULTS,Existence of national guidelines for physical activity for adults,EN
NCD_CCS_PA_GUIDELINES_5to19,NCD_CCS_PA_GUIDELINES_5to19,Existence of national guidelines for physical activity for children and adolescents aged 5-19,EN
NCD_CCS_PA_GUIDELINES,NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,EN
NCD_CCS_OvwtPlan,NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,EN
NCD_CCS_OVWT_SVY,NCD_CCS_OVWT_SVY,"Has conducted a recent, national adult risk factor survey covering overweight and obesity",EN
NCD_CCS_OralMorph,NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,EN
NCD_CCS_oralhealthplan,NCD_CCS_oralhealthplan,Existence of operational policy/strategy/action plan for oral health,EN
NCD_CCS_OBES_TARGET,NCD_CCS_OBES_TARGET,Existence of a national target on obesity,EN
NCD_CCS_OBES_MGMT_GUIDE,NCD_CCS_OBES_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity,EN
NCD_CCS_Nicotine,NCD_CCS_Nicotine,General availability of nicotine replacement therapy in the public health sector,EN
NCD_CCS_NCDUnit_Operational,NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",EN
NCD_CCS_NCDIndicators,NCD_CCS_NCDIndicators,Existence of a set of national NCD indicators and has set time-bound national targets for these indicators,EN
NCD_CCS_NCDGuide,NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,EN
NCD_CCS_MultisecComm,NCD_CCS_MultisecComm,"Existence of a national multisectoral commission, agency or mechanism for NCDs",EN
NCD_CCS_MORT_TARGET,NCD_CCS_MORT_TARGET,Existence of a national target on NCD mortality,EN
NCD_CCS_Mkting,NCD_CCS_Mkting,Existence of any policies on marketing of foods to children,EN
NCD_CCS_Metformin,NCD_CCS_Metformin,General availability of metformin in the public health sector,EN
NCD_CCS_LIS_HYDRO_COMBO,NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector,EN
NCD_CCS_LIS_AML_COMBO,NCD_CCS_LIS_AML_COMBO,General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector,EN
NCD_CCS_integNCDplan,NCD_CCS_integNCDplan,"Existence of an operational, multisectoral national NCD policy, strategy or action plan that integrates several NCDs and their risk factors",EN
NCD_CCS_Insulin,NCD_CCS_Insulin,General availability of insulin in the public health sector,EN
NCD_CCS_hpv,NCD_CCS_hpv,Existence of national HPV vaccination programme,EN
NCD_CCS_HearingPlan,NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health,EN
NCD_CCS_HbA1c,NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,EN
NCD_CCS_foot_vibr,NCD_CCS_foot_vibr,General availability of foot vibration perception by tuning fork at the primary health care level,EN
NCD_CCS_FOOD_TAX,NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt",EN
NCD_CCS_EyePlan,NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health,EN
NCD_CCS_ESS_MEDS_TECH_TARGET,NCD_CCS_ESS_MEDS_TECH_TARGET,Existence of a national target on essential medicines and technologies,EN
NCD_CCS_DRUG_THERAPY_TARGET,NCD_CCS_DRUG_THERAPY_TARGET,Existence of a national target on drug therapy and counselling,EN
NCD_CCS_dilated_fundus,NCD_CCS_dilated_fundus,General availability of dilated fundus examination at the primary health care level,EN
NCD_CCS_DietPlan,NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,EN
NCD_CCS_dietpaaware,NCD_CCS_dietpaaware,Implementation of diet and/or physical activity public awareness program,EN
NCD_CCS_DIET_SVY,NCD_CCS_DIET_SVY,"Has conducted a recent, national adult risk factor survey covering unhealthy diet",EN
NCD_CCS_DIET_AWARE,NCD_CCS_DIET_AWARE,Implementation of a nutrition public awareness program,EN
NCD_CCS_dialysis,NCD_CCS_dialysis,General availability of dialysis in the public health system,EN
NCD_CCS_diabtest,NCD_CCS_diabtest,"General availability of diabetes testing (by blood glucose measurement, OGTT) at the primary health care level",EN
NCD_CCS_DiabPlan,NCD_CCS_DiabPlan,Existence of operational policy/strategy/action plan for diabetes,EN
NCD_CCS_DiabetesTest,NCD_CCS_DiabetesTest,"General availability of diabetes testing (by blood glucose measurement, OGTT, or HbA1c) at the primary health care level",EN
NCD_CCS_DiabetesReg,NCD_CCS_DiabetesReg,Existence of a diabetes registry,EN
NCD_CCS_DIAB_TARGET,NCD_CCS_DIAB_TARGET,Existence of a national target on diabetes,EN
NCD_CCS_DIAB_SVY,NCD_CCS_DIAB_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes",EN
NCD_CCS_diab_retin,NCD_CCS_diab_retin,General availability of diabetic retinopathy screening in the public health system,EN
NCD_CCS_DIAB_GUIDE,NCD_CCS_DIAB_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of diabetes,EN
NCD_CCS_CVDPlan,NCD_CCS_CVDPlan,Existence of operational policy/strategy/action plan for cardiovascular diseases,EN
NCD_CCS_CVD_GUIDE,NCD_CCS_CVD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases,EN
NCD_CCS_CRDPlan,NCD_CCS_CRDPlan,Existence of operational policy/strategy/action plan for chronic respiratory diseases,EN
NCD_CCS_CRD_GUIDE,NCD_CCS_CRD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of chronic respiratory diseases,EN
NCD_CCS_coronary,NCD_CCS_coronary,General availability of coronary bypass or stenting in the public health system,EN
NCD_CCS_ComboInhaler,NCD_CCS_ComboInhaler,General availability of combination budesonide formoterol inhaler in the public health sector,EN
NCD_CCS_CholMsmt,NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,EN
NCD_CCS_CHOL_SVY,NCD_CCS_CHOL_SVY,"Has conducted a recent, national adult risk factor survey covering raised total cholesterol",EN
NCD_CCS_chemo,NCD_CCS_chemo,General availability of chemotherapy in the public health system,EN
NCD_CCS_cervicalcancerscreening,NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,EN
NCD_CCS_cervicalcancerpgmtype,NCD_CCS_cervicalcancerpgmtype,Type of national cervical cancer screening program,EN
NCD_CCS_cervicalcancerpgmcvg,NCD_CCS_cervicalcancerpgmcvg,Coverage of national cervical cancer screening program (%),EN
NCD_CCS_cervicalcancermethod,NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,EN
NCD_CCS_CervCy,NCD_CCS_CervCy,General availability of cervical cytology at the primary health care level,EN
NCD_CCS_CCBlkrs,NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,EN
NCD_CCS_CancerRegNational,NCD_CCS_CancerRegNational,Existence of population-based cancer registry,EN
NCD_CCS_CancerPlan,NCD_CCS_CancerPlan,Existence of operational policy/strategy/action plan for cancer,EN
NCD_CCS_cancer_surgery,NCD_CCS_cancer_surgery,General availability of cancer surgery in the public sector,EN
NCD_CCS_CANCER_GUIDE,NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer,EN
NCD_CCS_CANCER_DEPT,NCD_CCS_CANCER_DEPT,General availability of cancer centres or cancer departments at tertiary level in the public sector,EN
NCD_CCS_Bronchodilators,NCD_CCS_Bronchodilators,General availability of bronchodilators in the public health sector,EN
NCD_CCS_breastcancerscreening,NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,EN
NCD_CCS_BreastCancer,NCD_CCS_BreastCancer,General availability of breast cancer screening (by palpation or mammogram) at the primary health care level,EN
NCD_CCS_BPmsmt,NCD_CCS_BPmsmt,General availability of blood pressure measurement at the primary health care level,EN
NCD_CCS_BP_TARGET,NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension,EN
NCD_CCS_BP_SVY,NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension",EN
NCD_CCS_BowelCancer,NCD_CCS_BowelCancer,General availability of colon cancer screening at the primary health care level,EN
NCD_CCS_bone_marrow,NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system,EN
NCD_CCS_betablockers,NCD_CCS_betablockers,General availability of beta blockers in the public health sector,EN
NCD_CCS_Aspirin,NCD_CCS_Aspirin,General availability of aspirin (100 mg) in the public health sector,EN
NCD_CCS_ARB,NCD_CCS_ARB,General availability of Angiotensin II receptor blockers (ARBs) in the public health sector,EN
NCD_CCS_alteplase,NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system,EN
NCD_CCS_AlcPlan,NCD_CCS_AlcPlan,Existence of operational policy/strategy/action plan to reduce the harmful use of alcohol,EN
NCD_CCS_ALC_TARGET,NCD_CCS_ALC_TARGET,Existence of a national target on alcohol,EN
NCD_CCS_ALC_SVY,NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use",EN
NCD_CCS_ALC_MGMT_GUIDE,NCD_CCS_ALC_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders,EN
NCD_CCS_ACE,NCD_CCS_ACE,General availability of ACE inhibitors in the public health sector,EN
NCD_BMI_PLUS2C,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",EN
NCD_BMI_PLUS2A,NCD_BMI_PLUS2A,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (age-standardized estimate) (%)",EN
NCD_BMI_PLUS1C,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",EN
NCD_BMI_PLUS1A,NCD_BMI_PLUS1A,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (age-standardized estimate) (%)",EN
NCD_BMI_MINUS2C,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",EN
NCD_BMI_MINUS2A,NCD_BMI_MINUS2A,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (age-standardized estimate) (%)",EN
NCD_BMI_MEANC,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),EN
NCD_BMI_MEAN,NCD_BMI_MEAN,Mean BMI (kg/m²) (age-standardized estimate),EN
NCD_BMI_30C,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",EN
NCD_BMI_30A,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",EN
NCD_BMI_25C,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",EN
NCD_BMI_25A,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",EN
NCD_BMI_18C,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",EN
NCD_BMI_18A,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",EN
MSM_SYPHILISPREV_PERCENT,MSM_SYPHILISPREV_PERCENT,Men who have sex with men: Syphilis prevalence (percent),EN
MSM_PSE_NUM,MSM_PSE_NUM,Men who have sex with men: Population size estimate (number),EN
MSM_CONDOMUSE_PERCENT,MSM_CONDOMUSE_PERCENT,Men who have sex with men: Condom use (percent),EN
mslv,mslv,Measles immunization coverage among one-year-olds (%),EN
MORTADO,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),EN
MORT_MATERNALNUM,MORT_MATERNALNUM,Number of maternal deaths,EN
MORT_700,MORT_700,Projection of deaths per 100 000 population,EN
MORT_600,MORT_600,Projection of number of deaths,EN
MORT_500,MORT_500,Number of deaths,EN
MORT_400,MORT_400,Deaths per 100 000 population,EN
MORT_300,MORT_300,Distribution of causes of death among children aged < 5 years (%),EN
MORT_200,MORT_200,Deaths per 1 000 live births,EN
MORT_100,MORT_100,"Number of deaths in children aged <5 years, by cause",EN
MH_9,MH_9,"Psychologists working in mental health sector (per 100,000)",EN
MH_8,MH_8,"Social workers working in mental health sector (per 100,000)",EN
MH_7,MH_7,"Nurses working in mental health sector (per 100,000)",EN
MH_6,MH_6,"Psychiatrists working in mental health sector (per 100,000)",EN
MH_5,MH_5,Government expenditures on mental hospitals as a percentage of total government expenditures on mental health (%),EN
MH_4,MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),EN
MH_3,MH_3,Stand-alone mental health legislation,EN
MH_27,MH_27,Publication year of the policy or plan (latest revision),EN
MH_26,MH_26,Year the law was enacted (latest revision),EN
MH_25,MH_25,Stand-alone policy or plan for mental health,EN
MH_24,MH_24,"Mental health units in general hospitals admissions (per 100,000)",EN
MH_23,MH_23,"Other non-specialized doctors in mental health sector (per 100,000)",EN
MH_22,MH_22,"Occupational therapists in mental health sector (per 100,000)",EN
MH_21,MH_21,"Total workforce in mental health sector (per 100,000)",EN
MH_20,MH_20,"Outpatient visits (per 100,000)",EN
MH_2,MH_2,Mental health plan,EN
MH_19,MH_19,"Mental hospital admissions (per 100,000)",EN
MH_18,MH_18,"Mental health units in general hospitals (per 100,000)",EN
MH_17,MH_17,"Mental hospitals (per 100,000)",EN
MH_16,MH_16,"Beds in mental hospitals (per 100,000)",EN
MH_15,MH_15,"Beds in community residential facilities (per 100,000)",EN
MH_14,MH_14,"Community residential facilities (per 100,000)",EN
MH_13,MH_13,"Beds for mental health in general hospitals (per 100,000)",EN
MH_12,MH_12,Age-standardized suicide rates (per 100 000 population),EN
MH_11,MH_11,"Mental health day treatment facilities (per 100,000)",EN
MH_10,MH_10,"Mental health outpatient facilities (per 100,000)",EN
MH_1,MH_1,Mental health policy,EN
MENING_3,MENING_3,Number of meningitis epidemic districts,EN
MENING_2,MENING_2,Number of suspected meningitis cases reported,EN
MENING_1,MENING_1,Number of suspected meningitis deaths reported,EN
MDG_0000000034,MDG_0000000034,"Antiretroviral therapy coverage among people with advanced HIV infection (%), WHO 2006 guidelines",EN
MDG_0000000033,MDG_0000000033,Antiretroviral therapy coverage among people with HIV infection eligible for ART according to 2010 guidelines (%),EN
MDG_0000000032,MDG_0000000032,Maternal mortality ratio (per 100 000 live births) - Country reported estimates,EN
MDG_0000000031,MDG_0000000031,Smear-positive tuberculosis treatment-success rate (%),EN
MDG_0000000030,MDG_0000000030,Smear-positive tuberculosis case-detection rate (%),EN
MDG_0000000029,MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),EN
MDG_0000000027,MDG_0000000027,Children aged <5 years stunted (%),EN
MDG_0000000026,MDG_0000000026,Maternal mortality ratio (per 100 000 live births),EN
MDG_0000000025_AGE1519,MDG_0000000025_AGE1519,"Births attended by skilled health personnel, among girls aged 15-19 (%)",EN
MDG_0000000025,MDG_0000000025,Births attended by skilled health personnel (%),EN
MDG_0000000024,MDG_0000000024,Tuberculosis treatment success under DOTS (%),EN
MDG_0000000023,MDG_0000000023,Prevalence of tuberculosis (per 100 000 population),EN
MDG_0000000022,MDG_0000000022,Tuberculosis detection rate under DOTS (%),EN
MDG_0000000021,MDG_0000000021,Population aged 15-24 years with comprehensive correct knowledge of HIV/AIDS (%),EN
MDG_0000000020,MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),EN
MDG_0000000019,MDG_0000000019,Prevalence of HIV among adults aged >=15 years (per 100 000 population),EN
MDG_0000000018,MDG_0000000018,Deaths due to tuberculosis among HIV-positive people (per 100 000 population),EN
MDG_0000000017,MDG_0000000017,Deaths due to tuberculosis among HIV-negative people (per 100 000 population),EN
MDG_0000000016,MDG_0000000016,Deaths due to malaria (per 100 000 population),EN
MDG_0000000015,MDG_0000000015,Prevalence of condom use by adults during higher-risk sex (15-49) (%),EN
